line_num,timestamp,comment
"
2284,1306100_1307100,"%com:	|EC|55|7|0|AMM|NT|FI|
"
2322,1327990_1328440,"%com:	|EC|56|7|0|CM|NT|FI|
"
2346,1344350_1345150,"%com:	begin skip
"
2383,1369500_1370500,"%com:	|BC|57|7|0|CM|NT|FI|
"
2390,1371320_1371530,"%com:	|EC|57|7|0|CM|NT|FH|
"
2442,1403970_1404780,"%com:	|RC|58|7|0|CM|NT|FH|
"
2442,1403970_1404780,"%com:	|RC|58|7|0|CM|NT|FH|
"
2446,1405880_1406350,"%com:	|RC|58|7|0|CM|NT|FH|
"
2451,1409190_1409370,"%com:	|RC|58|7|0|CM|NT|FH|
"
2460,1411560_1412880,"%com:	|EC|58|7|0|CM|NT|FH|
"
2481,1424190_1425000,"%com:	|EC|59|7|0|CM|NT|FI|
"
2501,1434390_1435000,"%com:	|BC|60|7|0|CM|NT|FI|
"
2507,1438550_1438760,"%com:	|EC|60|7|0|CM|NT|FH|
"
2537,1463140_1463330,"%com:	|EC|61|7|0|CM|NT|FI|
"
2587,1498970_1499130,"%com:	|BC|62|7|0|CM|NT|FI|
"
2596,1501380_1502190,"%com:	|RC|62|7|0|CM|NT|FH|
"
2602,1502810_1504740,"%com:	|RC|62|7|0|CM|NT|FH|
"
2610,1505730_1506840,"%com:	|EC|62|7|0|CM|NT|FH|
"
2637,1517240_1518530,"%com:	|EC|63|7|0|XM|NT|FI|
"
2660,1523390_1524670,"%com:	|BC|64|7|0|CM|NT|FI|
"
2669,1527460_1527690,"%com:	|EC|64|7|0|CM|NT|FH|
"
2690,1540200_1540430,"%com:	|BC|65|7|0|CIOCX|NT|FI|
"
2697,1543220_1545770,"%com:	|RC|65|7|0|CIOCX|NT|FI|
"
2702,1543220_1545770,"%com:	|RC|65|7|0|CIOCX|NT|FH|
"
2710,1551070_1551400,"%com:	|EC|65|7|0|CIOCX|NT|FI|
"
2729,1557860_1558960,"%com:	|EC|66|7|0|CM|NT|FI|
"
2750,1570190_1570370,"%com:	|EC|67|7|0|CM|NT|FI|
"
2813,1617970_1623080,"%com:	|EC|68|7|0|XM|NT|FI|
"
2892,1691370_1692290,"%com:	|EC|69|7|0|XM|NT|FI|
"
2911,1697490_1698730,"%com:	|EC|70|7|0|XM|NT|FI|
"
2929,1705670_1705980,"%com:	|EC|71|7|0|CM|NT|FI|
"
2945,1712440_1712620,"%com:	|EC|72|7|0|CM|NT|FI|
"
2970,1722680_1723810,"%com:	|EC|73|7|0|XM|NT|FI|
"
2989,1727250_1728490,"%com:	|BC|74|7|0|XIOCC|NT|FI|
"
2996,1729910_1730820,"%com:	|EC|74|7|0|XIOCC|NT|FI|
"
3041,1753390_1753470,"%com:	|EC|75|7|0|CM|NT|FI|
"
3060,1762870_1763470,"%com:	|EC|76|7|0|XM|NT|FI|
"
3115,1791060_1792380,"%com:	|EC|77|7|0|XM|NT|FI|
"
3132,1800770_1801590,"%com:	|BC|78|7|0|XM|NT|FI|
"
3139,1802650_1804370,"%com:	|EC|78|7|0|XM|NT|FH|
"
3170,1819870_1824420,"%com:	|BC|79|7|0|XIOCC|NT|FI|
"
3174,1825330_1825640,"%com:	|RC|79|7|0|XIOCC|NT|FI|
"
3180,1827030_1827200,"%com:	|EC|79|7|0|XIOCC|NT|FH|
"
3254,1874070_1875270,"%com:	|EC|80|7|0|CM|NT|FI|
"
3404,1964630_1965230,"%com:	|EC|81|7|0|XM|NT|FI|
"
3426,1976440_1977100,"%com:	|EC|82|7|0|CM|NT|FI|
"
3498,2022250_2022720,"%com:	|RC|83|8|1|CIC|TIFR|FI|
"
3498,2022250_2022720,"%com:	|RC|83|8|1|CIC|TIFR|FI|
"
3501,2024390_2027220,"%com:	|EC|83|8|1|CIC|NT|FI|
"
3520,2033280_2035050,"%com:	|EC|84|8|0|XM|NT|FI|
"
3547,2046050_2046920,"%com:	|EC|85|8|0|CM|NT|FI|
"
3574,2062260_2063260,"%com:	|BC|86|8|0|AIOCF|NT|FI|
"
3587,2067239_2068040,"%com:	|EC|86|8|0|AIOCF|NT|FI|
"
3624,2087989_2088790,"%com:	|BC|87|8|0|AICF|TIFI|FI|
"
3628,2089810_2090000,"%com:	|EC|87|9|1|AICF|TIFR|FI|
"
3673,2108960_2109810,"%com:	|EC|88|9|0|AMM|NT|FI|
"
3710,2134090_2135230,"%com:	|EC|89|9|0|CM|NT|FI|
"
3793,2198840_2202940,"%com:	|EC|90|9|0|AMF|NT|FI|
"
3827,2221940_2222150,"%com:	|BC|91|9|0|CIOCX|NT|FI|
"
3841,2226800_2227800,"%com:	|RC|91|9|0|CIOCX|NT|FH|
"
3841,2226800_2227800,"%com:	|RC|91|9|0|CIOCX|NT|FH|
"
3848,2229170_2230750,"%com:	|RC|91|9|0|CIOCX|NT|FH|
"
3855,2232750_2233810,"%com:	|EC|91|9|0|CIOCX|NT|FH|
"
3875,2246800_2247050,"%com:	|BC|92|9|0|CIOCX|NT|FI|
"
3881,2248200_2248320,"%com:	|RC|92|9|0|CIOCX|NT|FH|
"
3897,2254560_2255960,"%com:	|EC|92|9|0|CIOCX|NT|FH|
"
3897,2254560_2255960,"%com:	|EC|92|9|0|CIOCX|NT|FH|
"
3910,2263780_2264650,"%com:	|BC|93|9|0|CIOCX|NT|FI|
"
3921,2269440_2270450,"%com:	|EC|93|9|0|CIOCX|NT|FI|
"
3933,2271450_2275750,"%com:	|EC|94|9|0|CM|NT|FI|
"
3953,2284240_2284770,"%com:	|EC|95|9|0|CM|NT|FI|
"
3982,2297610_2297980,"%com:	|EC|96|9|0|CIOCX|NT|FI|
"
3982,2297610_2297980,"%com:	|EC|96|9|0|CIOCX|NT|FI|
"
4002,2306540_2307760,"%com:	|RC|97|10|1|AICF|TIFR|FI|
"
4002,2306540_2307760,"%com:	|RC|97|10|1|AICF|TIFR|FI|
"
4010,2308750_2308960,"%com:	|RC|97|10|1|AICF|NT|FH|
"
4010,2308750_2308960,"%com:	|RC|97|10|1|AICF|NT|FH|
"
4016,2310400_2311520,"%com:	|RC|97|10|1|AICF|NT|FH|
"
4023,2314030_2314830,"%com:	|EC|97|10|1|AICF|NT|FH|
"
4090,2359830_2360530,"%com:	|BC|98|10|0|CM|NT|FI|
"
4100,2363370_2363460,"%com:	|RC|98|10|0|CM|NT|FH|
"
4106,2365880_2366680,"%com:	|RC|98|10|0|CM|NT|FH|
"
4116,2372750_2372880,"%com:	|RC|98|10|0|CM|NT|FH|
"
4124,2378780_2378850,"%com:	|RC|98|10|0|CM|NT|FH|
"
4133,2382400_2383200,"%com:	|EC|98|10|0|CM|NT|FH|
"
4168,2404170_2404970,"%com:	|BC|99|10|0|CIOCX|NT|FI|
"
4178,2405770_2405910,"%com:	|RC|99|10|0|CIOCX|NT|FH|
"
4178,2405770_2405910,"%com:	|RC|99|10|0|CIOCX|NT|FH|
"
4184,2415750_2416560,"%com:	|RC|99|10|0|CIOCX|NT|FH|
"
4184,2415750_2416560,"%com:	|RC|99|10|0|CIOCX|NT|FH|
"
4190,2417250_2418050,"%com:	|EC|99|10|0|CIOCX|NT|FI|
"
4224,2450080_2450720,"%com:	|EC|100|10|0|XM|NT|FI|
"
4244,2456240_2456510,"%com:	|EC|101|10|0|CM|NT|FI|
"
4268,2469360_2469620,"%com:	|EC|102|10|0|CM|NT|FI|
"
4281,2475970_2477440,"%com:	|EC|103|10|0|AMF|NT|FI|
"
4294,2487680_2488480,"%com:	|BC|104|10|0|XM|NT|FI|
"
4300,2489130_2490130,"%com:	|EC|104|10|0|XM|NT|FH|
"
4318,2495710_2495910,"%com:	|EC|105|10|0|CM|NT|FI|
"
4335,2503340_2504140,"%com:	|BC|106|10|0|XIOCC|NT|FI|
"
4341,2505540_2505640,"%com:	|EC|106|10|0|XIOCC|NT|FI|
"
4368,2523690_2524700,"%com:	|EC|107|10|0|XM|NT|FI|
"
4407,2548930_2550340,"%com:	|EC|108|10|0|AMM|NT|FI|
"
4528,2619560_2622270,"%com:	|BC|109|10|0|XIOCC|NT|FI|
"
4534,2623070_2624070,"%com:	|RC|109|10|0|XIOCC|NT|FI|
"
4540,2624670_2625470,"%com:	|RC|109|10|0|XIOCC|NT|FH|
"
4547,2627370_2628820,"%com:	|RC|109|10|0|XIOCC|NT|FI|
"
4547,2627370_2628820,"%com:	|RC|109|10|0|XIOCC|NT|FI|
"
4547,2627370_2628820,"%com:	|RC|109|10|0|XIOCC|NT|FI|
"
4552,2629710_2630990,"%com:	|EC|109|10|0|XIOCC|NT|FH|
"
4587,2658080_2658310,"%com:	|BC|110|10|0|CIOCAX|NT|FI|
"
4594,2662120_2662320,"%com:	|RC|110|10|0|CIOCAX|NT|FH|
"
4601,2665450_2666550,"%com:	|RC|110|10|0|CIOCAX|NT|FI|
"
4611,2668480_2669280,"%com:	|EC|110|10|0|CIOCAX|NT|FI|
"
4611,2668480_2669280,"%com:	|EC|110|10|0|CIOCAX|NT|FI|
"
4624,2683870_2684470,"%com:	|BC|111|10|0|CM|NT|FI|
"
4630,2685270_2685530,"%com:	|EC|111|10|0|CM|NT|FH|
"
4643,2700490_2701510,"%com:	|EC|112|10|0|AMF|NT|FI|
"
4661,2710510_2711390,"%com:	|RC|113|10|0|AIOCF|NT|FH|
"
4661,2710510_2711390,"%com:	|RC|113|10|0|AIOCF|NT|FH|
"
4666,2712820_2713740,"%com:	|RC|113|10|0|AIOCF|NT|FH|
"
4671,2717040_2718100,"%com:	|RC|113|10|0|AIOCF|NT|FH|
"
4681,2719950_2721870,"%com:	|RC|113|10|0|AIOCF|NT|FH|
"
4681,2719950_2721870,"%com:	|RC|113|10|0|AIOCF|NT|FH|
"
4686,2724080_2724940,"%com:	|RC|113|10|0|AIOCF|NT|FI|
"
4696,2727900_2728900,"%com:	|EC|113|10|0|AIOCF|NT|FH|
"
4696,2727900_2728900,"%com:	|EC|113|10|0|AIOCF|NT|FH|
"
4707,2741360_2742040,"%com:	|BC|114|10|0|CIOCAX|NT|FI|
"
4715,2744240_2745170,"%com:	|RC|114|10|0|CIOCAX|NT|FI|
"
4715,2744240_2745170,"%com:	|RC|114|10|0|CIOCAX|NT|FI|
"
4720,2747310_2748440,"%com:	|RC|114|10|0|CIOCAX|NT|FH|
"
4730,2753010_2753830,"%com:	|RC|114|10|0|CIOCAX|NT|FH|
"
4730,2753010_2753830,"%com:	|RC|114|10|0|CIOCAX|NT|FH|
"
4735,2754860_2756230,"%com:	|RC|114|10|0|CIOCAX|NT|FH|
"
4740,2758220_2759230,"%com:	|RC|114|10|0|CIOCAX|NT|FH|
"
4752,2761440_2763110,"%com:	|RC|114|10|0|CIOCAX|NT|FI|
"
4752,2761440_2763110,"%com:	|RC|114|10|0|CIOCAX|NT|FI|
"
4763,2768480_2769480,"%com:	|EC|114|10|0|CIOCAX|NT|FI|
"
4776,2779040_2780040,"%com:	|EC|115|10|0|AMF|NT|FI|
"
4841,2836090_2836270,"%com:	|BC|116|10|0|CM|NT|FI|
"
4845,2837610_2837700,"%com:	|EC|116|10|0|CM|NT|FH|
"
4856,2842830_2843630,"%com:	|EC|117|10|0|AMF|NT|FI|
"
4878,2853710_2854850,"%com:	|RC|118|10|0|AIOCF|NT|FI|
"
4878,2853710_2854850,"%com:	|RC|118|10|0|AIOCF|NT|FI|
"
4883,2857420_2858220,"%com:	|RC|118|10|0|AIOCF|NT|FH|
"
4888,2860550_2861950,"%com:	|EC|118|10|0|AIOCF|NT|FH|
"
4906,2870420_2871350,"%com:	|EC|119|10|0|CM|NT|FI|
"
4955,2903030_2903830,"%com:	|EC|120|10|0|XIOCC|NT|FI|
"
4955,2903030_2903830,"%com:	|EC|120|10|0|XIOCC|NT|FI|
"
4981,2914400_2915000,"%com:	|BC|121|10|0|CM|NT|FI|
"
4987,2915940_2916620,"%com:	|EC|121|10|0|CM|NT|FH|
"
5036,2950510_2951310,"%com:	|BC|122|10|0|XIC|NT|FI|
"
5046,2952210_2953780,"%com:	|RC|122|10|0|XIC|TIFI|FH|
"
5046,2952210_2953780,"%com:	|RC|122|10|0|XIC|TIFI|FH|
"
5053,2956310_2958280,"%com:	|RC|122|11|1|XIC|TIFR|FI|
"
5056,2959300_2959900,"%com:	|RC|122|11|1|XIC|NT|FH|
"
5066,2961920_2963350,"%com:	|EC|122|11|1|XIC|NT|FH|
"
5066,2961920_2963350,"%com:	|EC|122|11|1|XIC|NT|FH|
"
5094,2996570_2997650,"%com:	|EC|123|11|0|AMF|NT|FH|
"
5094,2996570_2997650,"%com:	|EC|123|11|0|AMF|NT|FH|
"
5118,3019520_3020120,"%com:	|EC|124|11|0|XM|NT|FI|
"
5137,3030960_3031930,"%com:	|BC|125|11|0|AICF|NT|FI|
"
5142,3034380_3035180,"%com:	|RC|125|11|0|AICF|TIFI|FH|
"
5158,3039690_3040290,"%com:	|RC|125|12|1|AICF|TIFE|FI|
"
5158,3039690_3040290,"%com:	|RC|125|12|1|AICF|TIFE|FI|
"
5163,3043890_3044810,"%com:	|RC|125|12|1|AICF|TIFI|FH|
"
5174,3049150_3049270,"%com:	|EC|125|13|2|AICF|TIFR|FI|
"
5207,3081590_3082070,"%com:	|RC|126|13|0|CM|NT|FH|
"
5207,3081590_3082070,"%com:	|RC|126|13|0|CM|NT|FH|
"
5212,3082880_3084050,"%com:	|EC|126|13|0|CM|NT|FH|
"
5224,3090430_3090790,"%com:	|BC|127|13|0|CM|NT|FI|
"
5234,3092910_3093510,"%com:	|EC|127|13|0|CM|NT|FH|
"
5234,3092910_3093510,"%com:	|EC|127|13|0|CM|NT|FH|
"
5247,3118860_3119470,"%com:	|BC|128|13|0|CM|NT|FI|
"
5254,3119970_3120560,"%com:	|RC|128|13|0|CM|NT|FH|
"
5254,3119970_3120560,"%com:	|RC|128|13|0|CM|NT|FH|
"
5261,3121990_3123020,"%com:	|RC|128|13|0|CM|NT|FH|
"
5269,3124740_3125580,"%com:	|RC|128|13|0|CM|NT|FH|
"
5269,3124740_3125580,"%com:	|RC|128|13|0|CM|NT|FH|
"
5274,3126390_3127240,"%com:	|EC|128|13|0|CM|NT|FH|
"
5339,3191850_3202080,"%com:	|BC|129|13|0|CIOCAX|NT|FI|
"
5345,3203360_3204160,"%com:	|RC|129|13|0|CIOCAX|NT|FH|
"
5345,3203360_3204160,"%com:	|RC|129|13|0|CIOCAX|NT|FH|
"
5351,3206590_3207450,"%com:	|RC|129|13|0|CIOCAX|NT|FI|
"
5351,3206590_3207450,"%com:	|RC|129|13|0|CIOCAX|NT|FI|
"
5356,3208250_3209810,"%com:	|RC|129|13|0|CIOCAX|NT|FI|
"
5366,3212580_3214750,"%com:	|RC|129|13|0|CIOCAX|NT|FI|
"
5366,3212580_3214750,"%com:	|RC|129|13|0|CIOCAX|NT|FI|
"
5371,3216550_3217720,"%com:	|EC|129|13|0|CIOCAX|NT|FH|
"
5471,3292230_3293340,"%com:	|BC|130|13|0|AIOCM|NT|FI|
"
5476,3297140_3298140,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5483,3302510_3305380,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5494,3310840_3312850,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5494,3310840_3312850,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5494,3310840_3312850,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5499,3314170_3314970,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5505,3317580_3318830,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5505,3317580_3318830,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5512,3320050_3321050,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5519,3323050_3325570,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5526,3328770_3329610,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5536,3332750_3333840,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5536,3332750_3333840,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5541,3336100_3337420,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5549,3339640_3341450,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5549,3339640_3341450,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5552,3342660_3343620,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5564,3346300_3347770,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5564,3346300_3347770,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5569,3350180_3350990,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5577,3355260_3356060,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5577,3355260_3356060,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5584,3357780_3360990,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5592,3362940_3367270,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5592,3362940_3367270,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5597,3371280_3372350,"%com:	|RC|130|13|0|AIOCM|NT|FH|
"
5606,3379550_3380600,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5606,3379550_3380600,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5606,3379550_3380600,"%com:	|RC|130|13|0|AIOCM|NT|FI|
"
5615,3384660_3385660,"%com:	|EC|130|13|0|AIOCM|NT|FI|
"
5633,3391690_3396060,"%com:	|RC|131|13|0|CIC|TIMI|FH|
"
5633,3391690_3396060,"%com:	|RC|131|13|0|CIC|TIMI|FH|
"
5638,3396860_3399580,"%com:	|RC|131|14|1|CIC|TIMR|FI|
"
5648,3407000_3408130,"%com:	|RC|131|14|1|CIC|NT|FH|
"
5648,3407000_3408130,"%com:	|RC|131|14|1|CIC|NT|FH|
"
5651,3410870_3411930,"%com:	|RC|131|14|1|CIC|NT|FI|
"
5656,3410870_3411930,"%com:	|RC|131|14|1|CIC|NT|FI|
